Year,Month,Lat,Lon,Amount
2024,1,47.568236,-122.308628,0.014
2024,1,47.568236,-122.308628,0.011
2024,1,47.568236,-122.308628,0.008
2024,1,47.568236,-122.308628,0.016
2024,1,47.568236,-122.308628,0.024
2024,1,47.568236,-122.308628,0.002
2024,1,47.568236,-122.308628,0.019
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.012
2024,1,47.568236,-122.308628,0.024
2024,1,47.568236,-122.308628,0.025
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.027
2024,1,47.568236,-122.308628,0.021
2024,1,47.568236,-122.308628,0.012
2024,1,47.568236,-122.308628,0.009
2024,1,47.568236,-122.308628,0.022
2024,1,47.568236,-122.308628,0.002
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.500
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.024
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.500
2024,1,47.568236,-122.308628,1.000
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.600
2024,1,47.568236,-122.308628,0.600
2024,1,47.568236,-122.308628,0.800
2024,1,47.568236,-122.308628,0.500
2024,1,47.568236,-122.308628,0.003
2024,1,47.568236,-122.308628,0.006
2024,1,47.568236,-122.308628,0.019
2024,1,47.568236,-122.308628,0.015
2024,1,47.568236,-122.308628,0.014
2024,1,47.568236,-122.308628,0.018
2024,1,47.568236,-122.308628,0.027
2024,1,47.568236,-122.308628,0.029
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.020
2024,1,47.568236,-122.308628,0.002
2024,1,47.568236,-122.308628,0.030
2024,1,47.568236,-122.308628,0.025
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.026
2024,1,47.568236,-122.308628,0.016
2024,1,47.568236,-122.308628,0.015
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.018
2024,1,47.568236,-122.308628,0.025
2024,1,47.568236,-122.308628,0.020
2024,1,47.568236,-122.308628,0.029
2024,1,47.568236,-122.308628,0.011
2024,1,47.568236,-122.308628,0.012
2024,1,47.568236,-122.308628,0.026
2024,1,47.568236,-122.308628,0.005
2024,1,47.568236,-122.308628,0.022
2024,1,47.568236,-122.308628,0.022
2024,1,47.568236,-122.308628,0.009
2024,1,47.568236,-122.308628,0.016
2024,1,47.568236,-122.308628,0.028
2024,1,47.568236,-122.308628,0.029
2024,1,47.568236,-122.308628,0.005
2024,1,47.568236,-122.308628,0.019
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.500
2024,1,47.568236,-122.308628,1.100
2024,1,47.568236,-122.308628,1.000
2024,1,47.568236,-122.308628,0.800
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.018
2024,1,47.568236,-122.308628,0.027
2024,1,47.568236,-122.308628,0.015
2024,1,47.568236,-122.308628,0.014
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.019
2024,1,47.568236,-122.308628,0.028
2024,1,47.568236,-122.308628,0.013
2024,1,47.568236,-122.308628,0.024
2024,1,47.568236,-122.308628,0.024
2024,1,47.568236,-122.308628,0.025
2024,1,47.568236,-122.308628,0.026
2024,1,47.568236,-122.308628,0.020
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.026
2024,1,47.568236,-122.308628,0.014
2024,1,47.568236,-122.308628,0.019
2024,1,47.568236,-122.308628,0.009
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.002
2024,1,47.568236,-122.308628,0.014
2024,1,47.568236,-122.308628,0.006
2024,1,47.568236,-122.308628,0.003
2024,1,47.568236,-122.308628,0.020
2024,1,47.568236,-122.308628,0.027
2024,1,47.568236,-122.308628,0.022
2024,1,47.568236,-122.308628,0.005
2024,1,47.568236,-122.308628,0.013
2024,1,47.568236,-122.308628,0.013
2024,1,47.568236,-122.308628,0.014
2024,1,47.568236,-122.308628,0.025
2024,1,47.568236,-122.308628,0.009
2024,1,47.568236,-122.308628,0.010
2024,1,47.568236,-122.308628,0.004
2024,1,47.568236,-122.308628,0.029
2024,1,47.568236,-122.308628,0.017
2024,1,47.568236,-122.308628,0.005
2024,1,47.568236,-122.308628,0.002
2024,1,47.568236,-122.308628,0.027
2024,1,47.568236,-122.308628,0.022
2024,1,47.568236,-122.308628,0.002
2024,1,47.568236,-122.308628,0.002
2024,1,47.568236,-122.308628,0.002
2024,1,47.568236,-122.308628,0.009
2024,1,47.568236,-122.308628,0.016
2024,1,47.568236,-122.308628,0.016
2024,1,47.568236,-122.308628,0.003
2024,1,47.568236,-122.308628,0.001
2024,1,47.568236,-122.308628,0.005
2024,1,47.568236,-122.308628,0.018
2024,1,47.568236,-122.308628,0.006
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.500
2024,1,47.568236,-122.308628,0.800
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.004
2024,1,47.568236,-122.308628,0.017
2024,1,47.568236,-122.308628,0.011
2024,1,47.568236,-122.308628,0.017
2024,1,47.568236,-122.308628,0.009
2024,1,47.568236,-122.308628,0.019
2024,1,47.568236,-122.308628,0.028
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.500
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.500
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.018
2024,1,47.568236,-122.308628,0.015
2024,1,47.568236,-122.308628,0.028
2024,1,47.568236,-122.308628,0.025
2024,1,47.568236,-122.308628,0.024
2024,1,47.568236,-122.308628,0.017
2024,1,47.568236,-122.308628,0.027
2024,1,47.568236,-122.308628,0.016
2024,1,47.568236,-122.308628,0.012
2024,1,47.568236,-122.308628,0.012
2024,1,47.568236,-122.308628,0.014
2024,1,47.568236,-122.308628,0.004
2024,1,47.568236,-122.308628,0.004
2024,1,47.568236,-122.308628,0.020
2024,1,47.568236,-122.308628,0.019
2024,1,47.568236,-122.308628,0.024
2024,1,47.568236,-122.308628,0.026
2024,1,47.568236,-122.308628,0.006
2024,1,47.568236,-122.308628,0.026
2024,1,47.568236,-122.308628,0.026
2024,1,47.568236,-122.308628,0.006
2024,1,47.568236,-122.308628,0.026
2024,1,47.568236,-122.308628,0.018
2024,1,47.568236,-122.308628,0.025
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.500
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.015
2024,1,47.568236,-122.308628,0.003
2024,1,47.568236,-122.308628,0.028
2024,1,47.568236,-122.308628,0.018
2024,1,47.568236,-122.308628,0.001
2024,1,47.568236,-122.308628,0.022
2024,1,47.568236,-122.308628,0.006
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.100
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.003
2024,1,47.568236,-122.308628,0.006
2024,1,47.568236,-122.308628,0.004
2024,1,47.568236,-122.308628,0.019
2024,1,47.568236,-122.308628,0.023
2024,1,47.568236,-122.308628,0.010
2024,1,47.568236,-122.308628,0.011
2024,1,47.568236,-122.308628,0.010
2024,1,47.568236,-122.308628,0.017
2024,1,47.568236,-122.308628,0.005
2024,1,47.568236,-122.308628,0.023
2024,1,47.568236,-122.308628,0.024
2024,1,47.568236,-122.308628,0.008
2024,1,47.568236,-122.308628,0.017
2024,1,47.568236,-122.308628,0.024
2024,1,47.568236,-122.308628,0.021
2024,1,47.568236,-122.308628,0.007
2024,1,47.568236,-122.308628,0.003
2024,1,47.568236,-122.308628,0.019
2024,1,47.568236,-122.308628,0.022
2024,1,47.568236,-122.308628,0.009
2024,1,47.568236,-122.308628,0.009
2024,1,47.568236,-122.308628,0.013
2024,1,47.568236,-122.308628,0.011
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.500
2024,1,47.568236,-122.308628,0.600
2024,1,47.568236,-122.308628,0.700
2024,1,47.568236,-122.308628,0.800
2024,1,47.568236,-122.308628,1.100
2024,1,47.568236,-122.308628,0.700
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.500
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.700
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.007
2024,1,47.568236,-122.308628,0.021
2024,1,47.568236,-122.308628,0.027
2024,1,47.568236,-122.308628,0.028
2024,1,47.568236,-122.308628,0.002
2024,1,47.568236,-122.308628,0.017
2024,1,47.568236,-122.308628,0.010
2024,1,47.568236,-122.308628,0.023
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,1.000
2024,1,47.568236,-122.308628,0.800
2024,1,47.568236,-122.308628,0.800
2024,1,47.568236,-122.308628,0.700
2024,1,47.568236,-122.308628,0.600
2024,1,47.568236,-122.308628,0.500
2024,1,47.568236,-122.308628,0.400
2024,1,47.568236,-122.308628,0.500
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.003
2024,1,47.568236,-122.308628,0.008
2024,1,47.568236,-122.308628,0.002
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.300
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.200
2024,1,47.568236,-122.308628,0.026
2024,1,47.568236,-122.308628,0.018
